population,foreign_born,median_income,year,state_fips,county_fips,black_afam,unemp_rate,snap_benefits,health_insurance_rate,vacant_housing_rate,rental_vacancy_rate,renter_occupied_rate,median_home_price,median_rent,disaster_number,state,declaration_date,incident_type,disaster_name,incident_begin_date,incident_end_date,total_approved_ihp,total_approved_ha,total_approved_ona,total_obligated_pa,total_obligated_c2g,total_obligated_hmgp,aid_requested,aid_obligated,total_approved,total_obligated,aid_per_capita
313512,5.027558753731914,26013.0,2017,12,033,21.4,3.2,15.1,90.5,13.6,7.9,39.1,143900,953,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,368834.6400000001,368834.6400000001,2041933876.32,3343586048.69,1.1764609967082602
313512,5.027558753731914,26013.0,2017,12,033,21.4,3.2,15.1,90.5,13.6,7.9,39.1,143900,953,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,1149.9799999999998,1149.9799999999998,2041933876.32,3343586048.69,0.003668057363035545
313512,5.027558753731914,26013.0,2017,12,033,21.4,3.2,15.1,90.5,13.6,7.9,39.1,143900,953,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,8995.069999999869,8995.069999999869,2041933876.32,3343586048.69,0.02869131006149643
313512,5.027558753731914,26013.0,2017,12,033,21.4,3.2,15.1,90.5,13.6,7.9,39.1,143900,953,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
110510,10.809881458691521,25367.0,2017,12,035,10.8,2.1,9.7,87.9,17.8,3.5,24.1,225400,1179,3377.0,FL,2016-10-06T13:00:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,3814.3499999999985,3814.3499999999985,0.0,0.0,0.034515880915754214
110510,10.809881458691521,25367.0,2017,12,035,10.8,2.1,9.7,87.9,17.8,3.5,24.1,225400,1179,3377.0,FL,2016-10-06T13:00:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,5304428.57,5304428.57,0.0,0.0,47.99953461225229
110510,10.809881458691521,25367.0,2017,12,035,10.8,2.1,9.7,87.9,17.8,3.5,24.1,225400,1179,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,3814.3499999999985,3814.3499999999985,0.0,0.0,0.034515880915754214
110510,10.809881458691521,25367.0,2017,12,035,10.8,2.1,9.7,87.9,17.8,3.5,24.1,225400,1179,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,5304428.57,5304428.57,0.0,0.0,47.99953461225229
110510,10.809881458691521,25367.0,2017,12,035,10.8,2.1,9.7,87.9,17.8,3.5,24.1,225400,1179,4283.0,FL,2016-10-08T20:53:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,21105530.96,17967178.06,3138352.9,389319611.02,123169748.59,28091354.49,3814.3499999999985,3814.3499999999985,42211061.919999994,540580714.1,0.034515880915754214
110510,10.809881458691521,25367.0,2017,12,035,10.8,2.1,9.7,87.9,17.8,3.5,24.1,225400,1179,4283.0,FL,2016-10-08T20:53:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,21105530.96,17967178.06,3138352.9,389319611.02,123169748.59,28091354.49,5304428.57,5304428.57,42211061.919999994,540580714.1,47.99953461225229
110510,10.809881458691521,25367.0,2017,12,035,10.8,2.1,9.7,87.9,17.8,3.5,24.1,225400,1179,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,3814.3499999999985,3814.3499999999985,2041933876.32,3343586048.69,0.034515880915754214
110510,10.809881458691521,25367.0,2017,12,035,10.8,2.1,9.7,87.9,17.8,3.5,24.1,225400,1179,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,5304428.57,5304428.57,2041933876.32,3343586048.69,47.99953461225229
186553,7.461150450542204,23862.0,2017,12,053,5.1,3.6,13.3,86.4,14.5,8.7,22.4,142700,947,3377.0,FL,2016-10-06T13:00:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,5304428.57,5304428.57,0.0,0.0,28.433895836571914
186553,7.461150450542204,23862.0,2017,12,053,5.1,3.6,13.3,86.4,14.5,8.7,22.4,142700,947,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,5304428.57,5304428.57,0.0,0.0,28.433895836571914
186553,7.461150450542204,23862.0,2017,12,053,5.1,3.6,13.3,86.4,14.5,8.7,22.4,142700,947,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,5304428.57,5304428.57,2041933876.32,3343586048.69,28.433895836571914
173422,6.7840297078802,20184.0,2012,12,053,5.1,3.6,13.3,86.4,14.5,8.7,22.4,142700,947,4068.0,FL,2012-07-03T16:00:00.000Z,Severe Storm(s),TROPICAL STORM DEBBY,2012-06-23T21:29:00.000Z,2012-07-26T00:00:00.000Z,27791929.44,24637879.91,3154049.53,48029324.62,34587748.4,13949089.61,5304428.57,5304428.57,55583858.88,96566162.63,30.586826181222683
102883,10.93086321355326,21060.0,2017,12,055,9.7,3.7,15.9,90.1,22.8,9.4,28.7,100200,782,3377.0,FL,2016-10-06T13:00:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102883,10.93086321355326,21060.0,2017,12,055,9.7,3.7,15.9,90.1,22.8,9.4,28.7,100200,782,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102883,10.93086321355326,21060.0,2017,12,055,9.7,3.7,15.9,90.1,22.8,9.4,28.7,100200,782,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
98128,11.048834175770422,19104.0,2012,12,055,9.7,3.7,15.9,90.1,22.8,9.4,28.7,100200,782,4068.0,FL,2012-07-03T16:00:00.000Z,Severe Storm(s),TROPICAL STORM DEBBY,2012-06-23T21:29:00.000Z,2012-07-26T00:00:00.000Z,27791929.44,24637879.91,3154049.53,48029324.62,34587748.4,13949089.61,0.0,0.0,55583858.88,96566162.63,0.0
1408566,17.240654680007893,28415.0,2017,12,057,17.2,3.3,13.9,87.2,10.1,6.3,42.0,213600,1100,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,30950135.48,30950135.48,0.0,0.0,21.972797497596847
1408566,17.240654680007893,28415.0,2017,12,057,17.2,3.3,13.9,87.2,10.1,6.3,42.0,213600,1100,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,30950135.48,30950135.48,2041933876.32,3343586048.69,21.972797497596847
1277746,16.024702875219333,25511.0,2012,12,057,17.2,3.3,13.9,87.2,10.1,6.3,42.0,213600,1100,4068.0,FL,2012-07-03T16:00:00.000Z,Severe Storm(s),TROPICAL STORM DEBBY,2012-06-23T21:29:00.000Z,2012-07-26T00:00:00.000Z,27791929.44,24637879.91,3154049.53,48029324.62,34587748.4,13949089.61,30950135.48,30950135.48,55583858.88,96566162.63,24.222447560000187
154383,10.111216908597449,25864.0,2017,12,061,8.6,3.0,9.0,89.6,27.5,24.3,22.1,200000,906,3377.0,FL,2016-10-06T13:00:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154383,10.111216908597449,25864.0,2017,12,061,8.6,3.0,9.0,89.6,27.5,24.3,22.1,200000,906,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154383,10.111216908597449,25864.0,2017,12,061,8.6,3.0,9.0,89.6,27.5,24.3,22.1,200000,906,4283.0,FL,2016-10-08T20:53:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,21105530.96,17967178.06,3138352.9,389319611.02,123169748.59,28091354.49,0.0,0.0,42211061.919999994,540580714.1,0.0
154383,10.111216908597449,25864.0,2017,12,061,8.6,3.0,9.0,89.6,27.5,24.3,22.1,200000,906,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
346017,9.663398041136707,26962.0,2017,12,069,11.2,3.4,11.8,88.7,13.3,6.4,27.2,185200,1015,3377.0,FL,2016-10-06T13:00:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346017,9.663398041136707,26962.0,2017,12,069,11.2,3.4,11.8,88.7,13.3,6.4,27.2,185200,1015,3377.0,FL,2016-10-06T13:00:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,5821567.74,5821567.74,0.0,0.0,16.824513651063388
346017,9.663398041136707,26962.0,2017,12,069,11.2,3.4,11.8,88.7,13.3,6.4,27.2,185200,1015,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346017,9.663398041136707,26962.0,2017,12,069,11.2,3.4,11.8,88.7,13.3,6.4,27.2,185200,1015,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,5821567.74,5821567.74,0.0,0.0,16.824513651063388
346017,9.663398041136707,26962.0,2017,12,069,11.2,3.4,11.8,88.7,13.3,6.4,27.2,185200,1015,4283.0,FL,2016-10-08T20:53:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,21105530.96,17967178.06,3138352.9,389319611.02,123169748.59,28091354.49,0.0,0.0,42211061.919999994,540580714.1,0.0
346017,9.663398041136707,26962.0,2017,12,069,11.2,3.4,11.8,88.7,13.3,6.4,27.2,185200,1015,4283.0,FL,2016-10-08T20:53:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,21105530.96,17967178.06,3138352.9,389319611.02,123169748.59,28091354.49,5821567.74,5821567.74,42211061.919999994,540580714.1,16.824513651063388
346017,9.663398041136707,26962.0,2017,12,069,11.2,3.4,11.8,88.7,13.3,6.4,27.2,185200,1015,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
346017,9.663398041136707,26962.0,2017,12,069,11.2,3.4,11.8,88.7,13.3,6.4,27.2,185200,1015,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,5821567.74,5821567.74,2041933876.32,3343586048.69,16.824513651063388
739224,17.23496531497895,26531.0,2017,12,071,8.2,2.8,9.3,86.7,32.3,11.1,28.6,225300,1116,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739224,17.23496531497895,26531.0,2017,12,071,8.2,2.8,9.3,86.7,32.3,11.1,28.6,225300,1116,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
739224,17.23496531497895,26531.0,2017,12,071,8.2,2.8,9.3,86.7,32.3,11.1,28.6,225300,1116,5179.0,FL,2017-04-22T01:08:00.000Z,Fire,LEHIGH ACRES (ANNA AVE. N.) FIRE,2017-04-21T01:25:00.000Z,2017-05-11T23:59:00.000Z,0.0,0.0,0.0,81038.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645293,14.623434625821139,23890.0,2012,12,071,8.2,2.8,9.3,86.7,32.3,11.1,28.6,225300,1116,4068.0,FL,2012-07-03T16:00:00.000Z,Severe Storm(s),TROPICAL STORM DEBBY,2012-06-23T21:29:00.000Z,2012-07-26T00:00:00.000Z,27791929.44,24637879.91,3154049.53,48029324.62,34587748.4,13949089.61,0.0,0.0,55583858.88,96566162.63,0.0
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,30274.71,30274.71,0.0,0.0,0.10429054193708404
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,15134.03,15134.03,0.0,0.0,0.0521338169842779
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,297808.15,297808.15,0.0,0.0,1.0258916883689526
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,18100539.15,18100539.15,0.0,0.0,62.35286935223843
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,30274.71,30274.71,2041933876.32,3343586048.69,0.10429054193708404
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,15134.03,15134.03,2041933876.32,3343586048.69,0.0521338169842779
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,297808.15,297808.15,2041933876.32,3343586048.69,1.0258916883689526
290292,6.31019800752346,26994.0,2017,12,073,30.9,5.1,10.0,92.5,11.2,7.8,45.1,201300,1019,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,18100539.15,18100539.15,2041933876.32,3343586048.69,62.35286935223843
385571,12.874930946570151,27408.0,2017,12,081,8.9,2.6,9.1,88.7,24.4,10.9,26.0,233900,1134,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385571,12.874930946570151,27408.0,2017,12,081,8.9,2.6,9.1,88.7,24.4,10.9,26.0,233900,1134,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385571,12.874930946570151,27408.0,2017,12,081,8.9,2.6,9.1,88.7,24.4,10.9,26.0,233900,1134,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
385571,12.874930946570151,27408.0,2017,12,081,8.9,2.6,9.1,88.7,24.4,10.9,26.0,233900,1134,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
333895,11.936387187588911,24567.0,2012,12,081,8.9,2.6,9.1,88.7,24.4,10.9,26.0,233900,1134,4068.0,FL,2012-07-03T16:00:00.000Z,Severe Storm(s),TROPICAL STORM DEBBY,2012-06-23T21:29:00.000Z,2012-07-26T00:00:00.000Z,27791929.44,24637879.91,3154049.53,48029324.62,34587748.4,13949089.61,0.0,0.0,55583858.88,96566162.63,0.0
333895,11.936387187588911,24567.0,2012,12,081,8.9,2.6,9.1,88.7,24.4,10.9,26.0,233900,1134,4068.0,FL,2012-07-03T16:00:00.000Z,Severe Storm(s),TROPICAL STORM DEBBY,2012-06-23T21:29:00.000Z,2012-07-26T00:00:00.000Z,27791929.44,24637879.91,3154049.53,48029324.62,34587748.4,13949089.61,0.0,0.0,55583858.88,96566162.63,0.0
354353,7.221612347009902,24137.0,2017,12,083,13.4,3.8,14.7,89.5,16.5,9.8,23.1,137300,857,3377.0,FL,2016-10-06T13:00:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354353,7.221612347009902,24137.0,2017,12,083,13.4,3.8,14.7,89.5,16.5,9.8,23.1,137300,857,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354353,7.221612347009902,24137.0,2017,12,083,13.4,3.8,14.7,89.5,16.5,9.8,23.1,137300,857,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
159923,8.804862340001126,27485.0,2017,12,085,5.8,3.2,7.0,88.8,22.0,10.9,24.8,280800,1049,3377.0,FL,2016-10-06T13:00:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159923,8.804862340001126,27485.0,2017,12,085,5.8,3.2,7.0,88.8,22.0,10.9,24.8,280800,1049,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159923,8.804862340001126,27485.0,2017,12,085,5.8,3.2,7.0,88.8,22.0,10.9,24.8,280800,1049,4283.0,FL,2016-10-08T20:53:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,21105530.96,17967178.06,3138352.9,389319611.02,123169748.59,28091354.49,0.0,0.0,42211061.919999994,540580714.1,0.0
159923,8.804862340001126,27485.0,2017,12,085,5.8,3.2,7.0,88.8,22.0,10.9,24.8,280800,1049,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
2751796,54.12541481999392,23248.0,2017,12,086,17.2,3.7,25.7,82.8,14.8,6.7,49.0,288100,1290,3377.0,FL,2016-10-06T13:00:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751796,54.12541481999392,23248.0,2017,12,086,17.2,3.7,25.7,82.8,14.8,6.7,49.0,288100,1290,3377.0,FL,2016-10-06T13:00:00.000Z,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,2016-10-19T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751796,54.12541481999392,23248.0,2017,12,086,17.2,3.7,25.7,82.8,14.8,6.7,49.0,288100,1290,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751796,54.12541481999392,23248.0,2017,12,086,17.2,3.7,25.7,82.8,14.8,6.7,49.0,288100,1290,3385.0,FL,2017-09-05T19:12:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,2017-10-18T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751796,54.12541481999392,23248.0,2017,12,086,17.2,3.7,25.7,82.8,14.8,6.7,49.0,288100,1290,4337.0,FL,2017-09-10T14:45:00.000Z,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,2017-10-18T23:59:00.000Z,1020966938.16,712482355.67,308484582.49,2446500247.23,602292094.82,294793706.64,0.0,0.0,2041933876.32,3343586048.69,0.0
