year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
2000,CALIFORNIA,CA,SANTA BARBARA,06083,PRESIDENT,AL GORE,DEMOCRAT,73411.0,154974.0,20191203,TOTAL
2000,CALIFORNIA,CA,SANTA CLARA,06085,PRESIDENT,AL GORE,DEMOCRAT,332490.0,548129.0,20191203,TOTAL
2000,CALIFORNIA,CA,SANTA CRUZ,06087,PRESIDENT,AL GORE,DEMOCRAT,66618.0,108350.0,20191203,TOTAL
2000,CALIFORNIA,CA,SHASTA,06089,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,43278.0,66544.0,20191203,TOTAL
2000,CALIFORNIA,CA,SIERRA,06091,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1172.0,1847.0,20191203,TOTAL
2000,CALIFORNIA,CA,SISKIYOU,06093,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12198.0,19819.0,20191203,TOTAL
2000,CALIFORNIA,CA,SOLANO,06095,PRESIDENT,AL GORE,DEMOCRAT,75116.0,131735.0,20191203,TOTAL
2000,CALIFORNIA,CA,SONOMA,06097,PRESIDENT,AL GORE,DEMOCRAT,117295.0,197006.0,20191203,TOTAL
2000,CALIFORNIA,CA,STANISLAUS,06099,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,67188.0,128267.0,20191203,TOTAL
2000,CALIFORNIA,CA,SUTTER,06101,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17350.0,26564.0,20191203,TOTAL
2000,CALIFORNIA,CA,TEHAMA,06103,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13270.0,20854.0,20191203,TOTAL
2000,CALIFORNIA,CA,TRINITY,06105,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3340.0,5797.0,20191203,TOTAL
2000,CALIFORNIA,CA,TULARE,06107,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,54070.0,89818.0,20191203,TOTAL
2000,CALIFORNIA,CA,TUOLUMNE,06109,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13172.0,23727.0,20191203,TOTAL
2000,CALIFORNIA,CA,VENTURA,06111,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,136173.0,282692.0,20191203,TOTAL
2000,CALIFORNIA,CA,YOLO,06113,PRESIDENT,AL GORE,DEMOCRAT,33747.0,61436.0,20191203,TOTAL
2000,CALIFORNIA,CA,YUBA,06115,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9838.0,16127.0,20191203,TOTAL
2000,COLORADO,CO,ADAMS,08001,PRESIDENT,AL GORE,DEMOCRAT,54132.0,107852.0,20191203,TOTAL
2000,COLORADO,CO,ALAMOSA,08003,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2857.0,5659.0,20191203,TOTAL
2000,COLORADO,CO,ARAPAHOE,08005,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,97768.0,189942.0,20191203,TOTAL
2000,COLORADO,CO,ARCHULETA,08007,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2988.0,4758.0,20191203,TOTAL
2000,COLORADO,CO,BACA,08009,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1663.0,2278.0,20191203,TOTAL
2000,COLORADO,CO,BENT,08011,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1096.0,1963.0,20191203,TOTAL
2000,COLORADO,CO,BOULDER,08013,PRESIDENT,AL GORE,DEMOCRAT,69983.0,139626.0,20191203,TOTAL
2000,COLORADO,CO,CHAFFEE,08015,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4300.0,7610.0,20191203,TOTAL
2000,COLORADO,CO,CHEYENNE,08017,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,957.0,1212.0,20191203,TOTAL
2000,COLORADO,CO,CLEAR CREEK,08019,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2247.0,4924.0,20191203,TOTAL
2000,COLORADO,CO,CONEJOS,08021,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1772.0,3671.0,20191203,TOTAL
2000,COLORADO,CO,COSTILLA,08023,PRESIDENT,AL GORE,DEMOCRAT,1054.0,1648.0,20191203,TOTAL
2000,COLORADO,CO,CROWLEY,08025,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,855.0,1445.0,20191203,TOTAL
2000,COLORADO,CO,CUSTER,08027,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1451.0,2111.0,20191203,TOTAL
2000,COLORADO,CO,DELTA,08029,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8372.0,12686.0,20191203,TOTAL
2000,COLORADO,CO,DENVER,08031,PRESIDENT,AL GORE,DEMOCRAT,122693.0,198347.0,20191203,TOTAL
2000,COLORADO,CO,DOLORES,08033,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,741.0,1134.0,20191203,TOTAL
2000,COLORADO,CO,DOUGLAS,08035,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,56007.0,86225.0,20191203,TOTAL
2000,COLORADO,CO,EAGLE,08037,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7165.0,15188.0,20191203,TOTAL
2000,COLORADO,CO,ELBERT,08039,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6151.0,8965.0,20191203,TOTAL
2000,COLORADO,CO,EL PASO,08041,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,128294.0,200757.0,20191203,TOTAL
2000,COLORADO,CO,FREMONT,08043,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9914.0,16056.0,20191203,TOTAL
2000,COLORADO,CO,GARFIELD,08045,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9103.0,17104.0,20191203,TOTAL
2000,COLORADO,CO,GILPIN,08047,PRESIDENT,AL GORE,DEMOCRAT,1099.0,2465.0,20191203,TOTAL
2000,COLORADO,CO,GRAND,08049,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3570.0,6353.0,20191203,TOTAL
2000,COLORADO,CO,GUNNISON,08051,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3128.0,7236.0,20191203,TOTAL
2000,COLORADO,CO,HINSDALE,08053,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,316.0,566.0,20191203,TOTAL
2000,COLORADO,CO,HUERFANO,08055,PRESIDENT,AL GORE,DEMOCRAT,1495.0,3174.0,20191203,TOTAL
2000,COLORADO,CO,JACKSON,08057,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,682.0,925.0,20191203,TOTAL
2000,COLORADO,CO,JEFFERSON,08059,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,120138.0,235491.0,20191203,TOTAL
2000,COLORADO,CO,KIOWA,08061,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,728.0,968.0,20191203,TOTAL
2000,COLORADO,CO,KIT CARSON,08063,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2542.0,3458.0,20191203,TOTAL
2000,COLORADO,CO,LAKE,08065,PRESIDENT,AL GORE,DEMOCRAT,1296.0,2628.0,20191203,TOTAL
2000,COLORADO,CO,LA PLATA,08067,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9993.0,20490.0,20191203,TOTAL
2000,COLORADO,CO,LARIMER,08069,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,62429.0,118537.0,20191203,TOTAL
2000,COLORADO,CO,LAS ANIMAS,08071,PRESIDENT,AL GORE,DEMOCRAT,3243.0,6094.0,20191203,TOTAL
2000,COLORADO,CO,LINCOLN,08073,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1630.0,2199.0,20191203,TOTAL
2000,COLORADO,CO,LOGAN,08075,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5531.0,8096.0,20191203,TOTAL
2000,COLORADO,CO,MESA,08077,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,32396.0,51054.0,20191203,TOTAL
2000,COLORADO,CO,MINERAL,08079,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,294.0,486.0,20191203,TOTAL
2000,COLORADO,CO,MOFFAT,08081,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3840.0,5337.0,20191203,TOTAL
2000,COLORADO,CO,MONTEZUMA,08083,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6158.0,9384.0,20191203,TOTAL
2000,COLORADO,CO,MONTROSE,08085,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9266.0,14215.0,20191203,TOTAL
2000,COLORADO,CO,MORGAN,08087,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5722.0,8998.0,20191203,TOTAL
2000,COLORADO,CO,OTERO,08089,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4082.0,7312.0,20191203,TOTAL
2000,COLORADO,CO,OURAY,08091,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1279.0,2233.0,20191203,TOTAL
2000,COLORADO,CO,PARK,08093,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3677.0,6665.0,20191203,TOTAL
2000,COLORADO,CO,PHILLIPS,08095,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1573.0,2220.0,20191203,TOTAL
2000,COLORADO,CO,PITKIN,08097,PRESIDENT,AL GORE,DEMOCRAT,4137.0,7800.0,20191203,TOTAL
2000,COLORADO,CO,PROWERS,08099,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3026.0,4524.0,20191203,TOTAL
2000,COLORADO,CO,PUEBLO,08101,PRESIDENT,AL GORE,DEMOCRAT,28888.0,53946.0,20191203,TOTAL
2000,COLORADO,CO,RIO BLANCO,08103,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2185.0,2855.0,20191203,TOTAL
2000,COLORADO,CO,RIO GRANDE,08105,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3111.0,5075.0,20191203,TOTAL
2000,COLORADO,CO,ROUTT,08107,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4472.0,9638.0,20191203,TOTAL
2000,COLORADO,CO,SAGUACHE,08109,PRESIDENT,AL GORE,DEMOCRAT,1145.0,2529.0,20191203,TOTAL
2000,COLORADO,CO,SAN JUAN,08111,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,210.0,436.0,20191203,TOTAL
2000,COLORADO,CO,SAN MIGUEL,08113,PRESIDENT,AL GORE,DEMOCRAT,1598.0,3255.0,20191203,TOTAL
2000,COLORADO,CO,SEDGWICK,08115,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,877.0,1303.0,20191203,TOTAL
2000,COLORADO,CO,SUMMIT,08117,PRESIDENT,AL GORE,DEMOCRAT,5304.0,11068.0,20191203,TOTAL
2000,COLORADO,CO,TELLER,08119,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6477.0,9847.0,20191203,TOTAL
2000,COLORADO,CO,WASHINGTON,08121,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1878.0,2445.0,20191203,TOTAL
2000,COLORADO,CO,WELD,08123,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,37409.0,64541.0,20191203,TOTAL
2000,COLORADO,CO,YUMA,08125,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3156.0,4358.0,20191203,TOTAL
2000,CONNECTICUT,CT,FAIRFIELD,09001,PRESIDENT,AL GORE,DEMOCRAT,193769.0,370289.0,20191203,TOTAL
2000,CONNECTICUT,CT,HARTFORD,09003,PRESIDENT,AL GORE,DEMOCRAT,221167.0,367556.0,20191203,TOTAL
2000,CONNECTICUT,CT,LITCHFIELD,09005,PRESIDENT,AL GORE,DEMOCRAT,41806.0,87338.0,20191203,TOTAL
2000,CONNECTICUT,CT,MIDDLESEX,09007,PRESIDENT,AL GORE,DEMOCRAT,43319.0,77433.0,20191203,TOTAL
2000,CONNECTICUT,CT,NEW HAVEN,09009,PRESIDENT,AL GORE,DEMOCRAT,197928.0,341099.0,20191203,TOTAL
2000,CONNECTICUT,CT,NEW LONDON,09011,PRESIDENT,AL GORE,DEMOCRAT,60449.0,109147.0,20191203,TOTAL
2000,CONNECTICUT,CT,TOLLAND,09013,PRESIDENT,AL GORE,DEMOCRAT,33554.0,62700.0,20191203,TOTAL
2000,CONNECTICUT,CT,WINDHAM,09015,PRESIDENT,AL GORE,DEMOCRAT,24023.0,43963.0,20191203,TOTAL
2000,DELAWARE,DE,KENT,10001,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,24081.0,48247.0,20191203,TOTAL
2000,DELAWARE,DE,NEW CASTLE,10003,PRESIDENT,AL GORE,DEMOCRAT,127539.0,212995.0,20191203,TOTAL
2000,DELAWARE,DE,SUSSEX,10005,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,34620.0,66287.0,20191203,TOTAL
2000,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA,11001,PRESIDENT,AL GORE,DEMOCRAT,171923.0,201894.0,20191203,TOTAL
2000,FLORIDA,FL,ALACHUA,12001,PRESIDENT,AL GORE,DEMOCRAT,47365.0,85729.0,20191203,TOTAL
2000,FLORIDA,FL,BAKER,12003,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5610.0,8154.0,20191203,TOTAL
2000,FLORIDA,FL,BAY,12005,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,38637.0,58805.0,20191203,TOTAL
2000,FLORIDA,FL,BRADFORD,12007,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5414.0,8673.0,20191203,TOTAL
2000,FLORIDA,FL,BREVARD,12009,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,115185.0,218395.0,20191203,TOTAL
2000,FLORIDA,FL,BROWARD,12011,PRESIDENT,AL GORE,DEMOCRAT,387703.0,575143.0,20191203,TOTAL
2000,FLORIDA,FL,CALHOUN,12013,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2873.0,5174.0,20191203,TOTAL
2000,FLORIDA,FL,CHARLOTTE,12015,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,35426.0,66896.0,20191203,TOTAL
2000,FLORIDA,FL,CITRUS,12017,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,29767.0,57206.0,20191203,TOTAL
2000,FLORIDA,FL,CLAY,12019,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,41736.0,57353.0,20191203,TOTAL
2000,FLORIDA,FL,COLLIER,12021,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,60450.0,92162.0,20191203,TOTAL
2000,FLORIDA,FL,COLUMBIA,12023,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10964.0,18508.0,20191203,TOTAL
2000,FLORIDA,FL,DESOTO,12027,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4256.0,7817.0,20191203,TOTAL
2000,FLORIDA,FL,DIXIE,12029,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2697.0,4666.0,20191203,TOTAL
2000,FLORIDA,FL,DUVAL,12031,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,152098.0,264636.0,20191203,TOTAL
2000,FLORIDA,FL,ESCAMBIA,12033,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,73017.0,116648.0,20191203,TOTAL
2000,FLORIDA,FL,FLAGLER,12035,PRESIDENT,AL GORE,DEMOCRAT,13897.0,27111.0,20191203,TOTAL
2000,FLORIDA,FL,FRANKLIN,12037,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2454.0,4644.0,20191203,TOTAL
2000,FLORIDA,FL,GADSDEN,12039,PRESIDENT,AL GORE,DEMOCRAT,9735.0,14727.0,20191203,TOTAL
2000,FLORIDA,FL,GILCHRIST,12041,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3300.0,5395.0,20191203,TOTAL
2000,FLORIDA,FL,GLADES,12043,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1841.0,3365.0,20191203,TOTAL
2000,FLORIDA,FL,GULF,12045,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3550.0,6144.0,20191203,TOTAL
2000,FLORIDA,FL,HAMILTON,12047,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2146.0,3964.0,20191203,TOTAL
2000,FLORIDA,FL,HARDEE,12049,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3765.0,6233.0,20191203,TOTAL
2000,FLORIDA,FL,HENDRY,12051,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4747.0,8139.0,20191203,TOTAL
2000,FLORIDA,FL,HERNANDO,12053,PRESIDENT,AL GORE,DEMOCRAT,32644.0,65219.0,20191203,TOTAL
2000,FLORIDA,FL,HIGHLANDS,12055,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,20206.0,35149.0,20191203,TOTAL
2000,FLORIDA,FL,HILLSBOROUGH,12057,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,180760.0,360295.0,20191203,TOTAL
2000,FLORIDA,FL,HOLMES,12059,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5011.0,7395.0,20191203,TOTAL
2000,FLORIDA,FL,INDIAN RIVER,12061,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,28635.0,49622.0,20191203,TOTAL
2000,FLORIDA,FL,JACKSON,12063,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9138.0,16300.0,20191203,TOTAL
2000,FLORIDA,FL,JEFFERSON,12065,PRESIDENT,AL GORE,DEMOCRAT,3041.0,5644.0,20191203,TOTAL
2000,FLORIDA,FL,LAFAYETTE,12067,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1670.0,2505.0,20191203,TOTAL
2000,FLORIDA,FL,LAKE,12069,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,50010.0,88611.0,20191203,TOTAL
2000,FLORIDA,FL,LEE,12071,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,106141.0,184377.0,20191203,TOTAL
2000,FLORIDA,FL,LEON,12073,PRESIDENT,AL GORE,DEMOCRAT,61427.0,103124.0,20191203,TOTAL
2000,FLORIDA,FL,LEVY,12075,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6858.0,12724.0,20191203,TOTAL
2000,FLORIDA,FL,LIBERTY,12077,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1317.0,2410.0,20191203,TOTAL
2000,FLORIDA,FL,MADISON,12079,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3038.0,6162.0,20191203,TOTAL
2000,FLORIDA,FL,MANATEE,12081,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,57952.0,110221.0,20191203,TOTAL
2000,FLORIDA,FL,MARION,12083,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,55141.0,102956.0,20191203,TOTAL
2000,FLORIDA,FL,MARTIN,12085,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,33970.0,62013.0,20191203,TOTAL
2000,FLORIDA,FL,MIAMI-DADE,12086,PRESIDENT,AL GORE,DEMOCRAT,328808.0,625449.0,20191203,TOTAL
2000,FLORIDA,FL,MONROE,12087,PRESIDENT,AL GORE,DEMOCRAT,16483.0,33896.0,20191203,TOTAL
2000,FLORIDA,FL,NASSAU,12089,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,16404.0,23780.0,20191203,TOTAL
2000,FLORIDA,FL,OKALOOSA,12091,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,52093.0,70680.0,20191203,TOTAL
2000,FLORIDA,FL,OKEECHOBEE,12093,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5057.0,9853.0,20191203,TOTAL
2000,FLORIDA,FL,ORANGE,12095,PRESIDENT,AL GORE,DEMOCRAT,140220.0,280125.0,20191203,TOTAL
2000,FLORIDA,FL,OSCEOLA,12097,PRESIDENT,AL GORE,DEMOCRAT,28181.0,55659.0,20191203,TOTAL
2000,FLORIDA,FL,PALM BEACH,12099,PRESIDENT,AL GORE,DEMOCRAT,269732.0,433186.0,20191203,TOTAL
2000,FLORIDA,FL,PASCO,12101,PRESIDENT,AL GORE,DEMOCRAT,69564.0,142731.0,20191203,TOTAL
2000,FLORIDA,FL,PINELLAS,12103,PRESIDENT,AL GORE,DEMOCRAT,200630.0,398472.0,20191203,TOTAL
2000,FLORIDA,FL,POLK,12105,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,90295.0,168607.0,20191203,TOTAL
2000,FLORIDA,FL,PUTNAM,12107,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13447.0,26222.0,20191203,TOTAL
2000,FLORIDA,FL,ST. JOHNS,12109,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,39546.0,60746.0,20191203,TOTAL
2000,FLORIDA,FL,ST. LUCIE,12111,PRESIDENT,AL GORE,DEMOCRAT,41559.0,77989.0,20191203,TOTAL
2000,FLORIDA,FL,SANTA ROSA,12113,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,36274.0,50319.0,20191203,TOTAL
2000,FLORIDA,FL,SARASOTA,12115,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,83100.0,160942.0,20191203,TOTAL
2000,FLORIDA,FL,SEMINOLE,12117,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,75677.0,137634.0,20191203,TOTAL
2000,FLORIDA,FL,SUMTER,12119,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12127.0,22261.0,20191203,TOTAL
2000,FLORIDA,FL,SUWANNEE,12121,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8006.0,12473.0,20191203,TOTAL
2000,FLORIDA,FL,TAYLOR,12123,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4056.0,6808.0,20191203,TOTAL
2000,FLORIDA,FL,UNION,12125,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2332.0,3826.0,20191203,TOTAL
2000,FLORIDA,FL,VOLUSIA,12127,PRESIDENT,AL GORE,DEMOCRAT,97304.0,183654.0,20191203,TOTAL
2000,FLORIDA,FL,WAKULLA,12129,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4512.0,8587.0,20191203,TOTAL
2000,FLORIDA,FL,WALTON,12131,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12182.0,18318.0,20191203,TOTAL
2000,FLORIDA,FL,WASHINGTON,12133,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4994.0,8029.0,20191203,TOTAL
2000,GEORGIA,GA,APPLING,13001,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3940.0,6099.0,20191203,TOTAL
2000,GEORGIA,GA,ATKINSON,13003,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1228.0,2071.0,20191203,TOTAL
2000,GEORGIA,GA,BACON,13005,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2010.0,2995.0,20191203,TOTAL
2000,GEORGIA,GA,BAKER,13007,PRESIDENT,AL GORE,DEMOCRAT,893.0,1519.0,20191203,TOTAL
2000,GEORGIA,GA,BALDWIN,13009,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6041.0,12126.0,20191203,TOTAL
2000,GEORGIA,GA,BANKS,13011,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3202.0,4533.0,20191203,TOTAL
2000,GEORGIA,GA,BARROW,13013,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7925.0,12102.0,20191203,TOTAL
2000,GEORGIA,GA,BARTOW,13015,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,14720.0,22781.0,20191203,TOTAL
2000,GEORGIA,GA,BEN HILL,13017,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2381.0,4661.0,20191203,TOTAL
2000,GEORGIA,GA,BERRIEN,13019,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2718.0,4410.0,20191203,TOTAL
2000,GEORGIA,GA,BIBB,13021,PRESIDENT,AL GORE,DEMOCRAT,24996.0,49776.0,20191203,TOTAL
2000,GEORGIA,GA,BLECKLEY,13023,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2436.0,3749.0,20191203,TOTAL
2000,GEORGIA,GA,BRANTLEY,13025,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3118.0,4566.0,20191203,TOTAL
2000,GEORGIA,GA,BROOKS,13027,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2406.0,4551.0,20191203,TOTAL
2000,GEORGIA,GA,BRYAN,13029,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4835.0,7059.0,20191203,TOTAL
2000,GEORGIA,GA,BULLOCH,13031,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8990.0,14782.0,20191203,TOTAL
2000,GEORGIA,GA,BURKE,13033,PRESIDENT,AL GORE,DEMOCRAT,3720.0,7135.0,20191203,TOTAL
2000,GEORGIA,GA,BUTTS,13035,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3198.0,5635.0,20191203,TOTAL
2000,GEORGIA,GA,CALHOUN,13037,PRESIDENT,AL GORE,DEMOCRAT,1107.0,1887.0,20191203,TOTAL
2000,GEORGIA,GA,CAMDEN,13039,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6371.0,10119.0,20191203,TOTAL
2000,GEORGIA,GA,CANDLER,13043,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1643.0,2722.0,20191203,TOTAL
2000,GEORGIA,GA,CARROLL,13045,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,16326.0,25741.0,20191203,TOTAL
2000,GEORGIA,GA,CATOOSA,13047,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12033.0,17721.0,20191203,TOTAL
2000,GEORGIA,GA,CHARLTON,13049,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1770.0,2816.0,20191203,TOTAL
2000,GEORGIA,GA,CHATHAM,13051,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,37847.0,76475.0,20191203,TOTAL
2000,GEORGIA,GA,CHATTAHOOCHEE,13053,PRESIDENT,AL GORE,DEMOCRAT,600.0,1207.0,20191203,TOTAL
2000,GEORGIA,GA,CHATTOOGA,13055,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3640.0,6477.0,20191203,TOTAL
2000,GEORGIA,GA,CHEROKEE,13057,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,38033.0,52348.0,20191203,TOTAL
2000,GEORGIA,GA,CLARKE,13059,PRESIDENT,AL GORE,DEMOCRAT,15167.0,28904.0,20191203,TOTAL
2000,GEORGIA,GA,CLAY,13061,PRESIDENT,AL GORE,DEMOCRAT,821.0,1277.0,20191203,TOTAL
2000,GEORGIA,GA,CLAYTON,13063,PRESIDENT,AL GORE,DEMOCRAT,40042.0,61402.0,20191203,TOTAL
2000,GEORGIA,GA,CLINCH,13065,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1091.0,1929.0,20191203,TOTAL
2000,GEORGIA,GA,COBB,13067,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,140494.0,235027.0,20191203,TOTAL
2000,GEORGIA,GA,COFFEE,13069,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5756.0,9430.0,20191203,TOTAL
2000,GEORGIA,GA,COLQUITT,13071,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6589.0,9972.0,20191203,TOTAL
2000,GEORGIA,GA,COLUMBIA,13073,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,26660.0,36008.0,20191203,TOTAL
2000,GEORGIA,GA,COOK,13075,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2279.0,3944.0,20191203,TOTAL
2000,GEORGIA,GA,COWETA,13077,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,21327.0,31226.0,20191203,TOTAL
2000,GEORGIA,GA,CRAWFORD,13079,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1987.0,3567.0,20191203,TOTAL
2000,GEORGIA,GA,CRISP,13081,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3285.0,5609.0,20191203,TOTAL
