year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
2008,SOUTH DAKOTA,SD,TURNER,46125,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2538.0,4266.0,20191203,TOTAL
2008,SOUTH DAKOTA,SD,UNION,46127,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4310.0,7620.0,20191203,TOTAL
2008,SOUTH DAKOTA,SD,WALWORTH,46129,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1668.0,2620.0,20191203,TOTAL
2008,SOUTH DAKOTA,SD,YANKTON,46135,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5039.0,9967.0,20191203,TOTAL
2008,SOUTH DAKOTA,SD,ZIEBACH,46137,PRESIDENT,BARACK OBAMA,DEMOCRAT,554.0,882.0,20191203,TOTAL
2008,TENNESSEE,TN,ANDERSON,47001,PRESIDENT,JOHN MCCAIN,REPUBLICAN,19675.0,31570.0,20191203,TOTAL
2008,TENNESSEE,TN,BEDFORD,47003,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10217.0,15507.0,20191203,TOTAL
2008,TENNESSEE,TN,BENTON,47005,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3696.0,6479.0,20191203,TOTAL
2008,TENNESSEE,TN,BLEDSOE,47007,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3166.0,4784.0,20191203,TOTAL
2008,TENNESSEE,TN,BLOUNT,47009,PRESIDENT,JOHN MCCAIN,REPUBLICAN,35571.0,51645.0,20191203,TOTAL
2008,TENNESSEE,TN,BRADLEY,47011,PRESIDENT,JOHN MCCAIN,REPUBLICAN,28333.0,38191.0,20191203,TOTAL
2008,TENNESSEE,TN,CAMPBELL,47013,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8535.0,12628.0,20191203,TOTAL
2008,TENNESSEE,TN,CANNON,47015,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3322.0,5457.0,20191203,TOTAL
2008,TENNESSEE,TN,CARROLL,47017,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7455.0,11646.0,20191203,TOTAL
2008,TENNESSEE,TN,CARTER,47019,PRESIDENT,JOHN MCCAIN,REPUBLICAN,15852.0,21769.0,20191203,TOTAL
2008,TENNESSEE,TN,CHEATHAM,47021,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10702.0,16428.0,20191203,TOTAL
2008,TENNESSEE,TN,CHESTER,47023,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4587.0,6459.0,20191203,TOTAL
2008,TENNESSEE,TN,CLAIBORNE,47025,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7175.0,10420.0,20191203,TOTAL
2008,TENNESSEE,TN,CLAY,47027,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1676.0,2994.0,20191203,TOTAL
2008,TENNESSEE,TN,COCKE,47029,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8945.0,12481.0,20191203,TOTAL
2008,TENNESSEE,TN,COFFEE,47031,PRESIDENT,JOHN MCCAIN,REPUBLICAN,13250.0,20790.0,20191203,TOTAL
2008,TENNESSEE,TN,CROCKETT,47033,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3994.0,6037.0,20191203,TOTAL
2008,TENNESSEE,TN,CUMBERLAND,47035,PRESIDENT,JOHN MCCAIN,REPUBLICAN,17436.0,25712.0,20191203,TOTAL
2008,TENNESSEE,TN,DAVIDSON,47037,PRESIDENT,BARACK OBAMA,DEMOCRAT,158423.0,264486.0,20191203,TOTAL
2008,TENNESSEE,TN,DECATUR,47039,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3101.0,4763.0,20191203,TOTAL
2008,TENNESSEE,TN,DEKALB,47041,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4085.0,7065.0,20191203,TOTAL
2008,TENNESSEE,TN,DICKSON,47043,PRESIDENT,JOHN MCCAIN,REPUBLICAN,11677.0,19519.0,20191203,TOTAL
2008,TENNESSEE,TN,DYER,47045,PRESIDENT,JOHN MCCAIN,REPUBLICAN,9859.0,14450.0,20191203,TOTAL
2008,TENNESSEE,TN,FAYETTE,47047,PRESIDENT,JOHN MCCAIN,REPUBLICAN,12173.0,19254.0,20191203,TOTAL
2008,TENNESSEE,TN,FENTRESS,47049,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4789.0,6739.0,20191203,TOTAL
2008,TENNESSEE,TN,FRANKLIN,47051,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10539.0,17432.0,20191203,TOTAL
2008,TENNESSEE,TN,GIBSON,47053,PRESIDENT,JOHN MCCAIN,REPUBLICAN,13516.0,21253.0,20191203,TOTAL
2008,TENNESSEE,TN,GILES,47055,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6902.0,11689.0,20191203,TOTAL
2008,TENNESSEE,TN,GRAINGER,47057,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5297.0,7503.0,20191203,TOTAL
2008,TENNESSEE,TN,GREENE,47059,PRESIDENT,JOHN MCCAIN,REPUBLICAN,17151.0,24670.0,20191203,TOTAL
2008,TENNESSEE,TN,GRUNDY,47061,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2563.0,4632.0,20191203,TOTAL
2008,TENNESSEE,TN,HAMBLEN,47063,PRESIDENT,JOHN MCCAIN,REPUBLICAN,15508.0,22669.0,20191203,TOTAL
2008,TENNESSEE,TN,HAMILTON,47065,PRESIDENT,JOHN MCCAIN,REPUBLICAN,81702.0,147520.0,20191203,TOTAL
2008,TENNESSEE,TN,HANCOCK,47067,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1588.0,2241.0,20191203,TOTAL
2008,TENNESSEE,TN,HARDEMAN,47069,PRESIDENT,BARACK OBAMA,DEMOCRAT,5919.0,11237.0,20191203,TOTAL
2008,TENNESSEE,TN,HARDIN,47071,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7077.0,10035.0,20191203,TOTAL
2008,TENNESSEE,TN,HAWKINS,47073,PRESIDENT,JOHN MCCAIN,REPUBLICAN,14756.0,21040.0,20191203,TOTAL
2008,TENNESSEE,TN,HAYWOOD,47075,PRESIDENT,BARACK OBAMA,DEMOCRAT,4893.0,8121.0,20191203,TOTAL
2008,TENNESSEE,TN,HENDERSON,47077,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7669.0,10834.0,20191203,TOTAL
2008,TENNESSEE,TN,HENRY,47079,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8182.0,13545.0,20191203,TOTAL
2008,TENNESSEE,TN,HICKMAN,47081,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4784.0,8498.0,20191203,TOTAL
2008,TENNESSEE,TN,HOUSTON,47083,PRESIDENT,BARACK OBAMA,DEMOCRAT,1678.0,3354.0,20191203,TOTAL
2008,TENNESSEE,TN,HUMPHREYS,47085,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3818.0,7580.0,20191203,TOTAL
2008,TENNESSEE,TN,JACKSON,47087,PRESIDENT,BARACK OBAMA,DEMOCRAT,2224.0,4501.0,20191203,TOTAL
2008,TENNESSEE,TN,JEFFERSON,47089,PRESIDENT,JOHN MCCAIN,REPUBLICAN,13092.0,18532.0,20191203,TOTAL
2008,TENNESSEE,TN,JOHNSON,47091,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4621.0,6591.0,20191203,TOTAL
2008,TENNESSEE,TN,KNOX,47093,PRESIDENT,JOHN MCCAIN,REPUBLICAN,113015.0,186086.0,20191203,TOTAL
2008,TENNESSEE,TN,LAKE,47095,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1175.0,2238.0,20191203,TOTAL
2008,TENNESSEE,TN,LAUDERDALE,47097,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4933.0,9338.0,20191203,TOTAL
2008,TENNESSEE,TN,LAWRENCE,47099,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10566.0,16020.0,20191203,TOTAL
2008,TENNESSEE,TN,LEWIS,47101,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2951.0,4834.0,20191203,TOTAL
2008,TENNESSEE,TN,LINCOLN,47103,PRESIDENT,JOHN MCCAIN,REPUBLICAN,9231.0,13130.0,20191203,TOTAL
2008,TENNESSEE,TN,LOUDON,47105,PRESIDENT,JOHN MCCAIN,REPUBLICAN,15815.0,22184.0,20191203,TOTAL
2008,TENNESSEE,TN,MCMINN,47107,PRESIDENT,JOHN MCCAIN,REPUBLICAN,12989.0,18789.0,20191203,TOTAL
2008,TENNESSEE,TN,MCNAIRY,47109,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7135.0,10422.0,20191203,TOTAL
2008,TENNESSEE,TN,MACON,47111,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5145.0,7360.0,20191203,TOTAL
2008,TENNESSEE,TN,MADISON,47113,PRESIDENT,JOHN MCCAIN,REPUBLICAN,23290.0,43846.0,20191203,TOTAL
2008,TENNESSEE,TN,MARION,47115,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6746.0,11437.0,20191203,TOTAL
2008,TENNESSEE,TN,MARSHALL,47117,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6755.0,11289.0,20191203,TOTAL
2008,TENNESSEE,TN,MAURY,47119,PRESIDENT,JOHN MCCAIN,REPUBLICAN,20288.0,33767.0,20191203,TOTAL
2008,TENNESSEE,TN,MEIGS,47121,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2797.0,4237.0,20191203,TOTAL
2008,TENNESSEE,TN,MONROE,47123,PRESIDENT,JOHN MCCAIN,REPUBLICAN,11484.0,16777.0,20191203,TOTAL
2008,TENNESSEE,TN,MONTGOMERY,47125,PRESIDENT,JOHN MCCAIN,REPUBLICAN,30175.0,56518.0,20191203,TOTAL
2008,TENNESSEE,TN,MOORE,47127,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2010.0,2952.0,20191203,TOTAL
2008,TENNESSEE,TN,MORGAN,47129,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4717.0,6822.0,20191203,TOTAL
2008,TENNESSEE,TN,OBION,47131,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8873.0,13392.0,20191203,TOTAL
2008,TENNESSEE,TN,OVERTON,47133,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4497.0,8092.0,20191203,TOTAL
2008,TENNESSEE,TN,PERRY,47135,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1596.0,3000.0,20191203,TOTAL
2008,TENNESSEE,TN,PICKETT,47137,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1786.0,2671.0,20191203,TOTAL
2008,TENNESSEE,TN,POLK,47139,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4267.0,6501.0,20191203,TOTAL
2008,TENNESSEE,TN,PUTNAM,47141,PRESIDENT,JOHN MCCAIN,REPUBLICAN,17101.0,27316.0,20191203,TOTAL
2008,TENNESSEE,TN,RHEA,47143,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8042.0,11106.0,20191203,TOTAL
2008,TENNESSEE,TN,ROANE,47145,PRESIDENT,JOHN MCCAIN,REPUBLICAN,15658.0,23276.0,20191203,TOTAL
2008,TENNESSEE,TN,ROBERTSON,47147,PRESIDENT,JOHN MCCAIN,REPUBLICAN,17903.0,27614.0,20191203,TOTAL
2008,TENNESSEE,TN,RUTHERFORD,47149,PRESIDENT,JOHN MCCAIN,REPUBLICAN,59892.0,101737.0,20191203,TOTAL
2008,TENNESSEE,TN,SCOTT,47151,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4931.0,6783.0,20191203,TOTAL
2008,TENNESSEE,TN,SEQUATCHIE,47153,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3610.0,5437.0,20191203,TOTAL
2008,TENNESSEE,TN,SEVIER,47155,PRESIDENT,JOHN MCCAIN,REPUBLICAN,24922.0,33941.0,20191203,TOTAL
2008,TENNESSEE,TN,SHELBY,47157,PRESIDENT,BARACK OBAMA,DEMOCRAT,256297.0,404555.0,20191203,TOTAL
2008,TENNESSEE,TN,SMITH,47159,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4563.0,7741.0,20191203,TOTAL
2008,TENNESSEE,TN,STEWART,47161,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2956.0,5507.0,20191203,TOTAL
2008,TENNESSEE,TN,SULLIVAN,47163,PRESIDENT,JOHN MCCAIN,REPUBLICAN,44808.0,63997.0,20191203,TOTAL
2008,TENNESSEE,TN,SUMNER,47165,PRESIDENT,JOHN MCCAIN,REPUBLICAN,44949.0,67228.0,20191203,TOTAL
2008,TENNESSEE,TN,TIPTON,47167,PRESIDENT,JOHN MCCAIN,REPUBLICAN,17165.0,25316.0,20191203,TOTAL
2008,TENNESSEE,TN,TROUSDALE,47169,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1688.0,3239.0,20191203,TOTAL
2008,TENNESSEE,TN,UNICOI,47171,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5011.0,7223.0,20191203,TOTAL
2008,TENNESSEE,TN,UNION,47173,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4467.0,6399.0,20191203,TOTAL
2008,TENNESSEE,TN,VAN BUREN,47175,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1294.0,2206.0,20191203,TOTAL
2008,TENNESSEE,TN,WARREN,47177,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8562.0,14400.0,20191203,TOTAL
2008,TENNESSEE,TN,WASHINGTON,47179,PRESIDENT,JOHN MCCAIN,REPUBLICAN,32341.0,48982.0,20191203,TOTAL
2008,TENNESSEE,TN,WAYNE,47181,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4076.0,5527.0,20191203,TOTAL
2008,TENNESSEE,TN,WEAKLEY,47183,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8855.0,13690.0,20191203,TOTAL
2008,TENNESSEE,TN,WHITE,47185,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6103.0,9647.0,20191203,TOTAL
2008,TENNESSEE,TN,WILLIAMSON,47187,PRESIDENT,JOHN MCCAIN,REPUBLICAN,64858.0,93646.0,20191203,TOTAL
2008,TENNESSEE,TN,WILSON,47189,PRESIDENT,JOHN MCCAIN,REPUBLICAN,34595.0,51159.0,20191203,TOTAL
2008,TEXAS,TX,ANDERSON,48001,PRESIDENT,JOHN MCCAIN,REPUBLICAN,11884.0,16655.0,20191203,TOTAL
2008,TEXAS,TX,ANDREWS,48003,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3816.0,4629.0,20191203,TOTAL
2008,TEXAS,TX,ANGELINA,48005,PRESIDENT,JOHN MCCAIN,REPUBLICAN,19569.0,29153.0,20191203,TOTAL
2008,TEXAS,TX,ARANSAS,48007,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6693.0,9778.0,20191203,TOTAL
2008,TEXAS,TX,ARCHER,48009,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3595.0,4365.0,20191203,TOTAL
2008,TEXAS,TX,ARMSTRONG,48011,PRESIDENT,JOHN MCCAIN,REPUBLICAN,856.0,990.0,20191203,TOTAL
2008,TEXAS,TX,ATASCOSA,48013,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5462.0,9938.0,20191203,TOTAL
2008,TEXAS,TX,AUSTIN,48015,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8786.0,11721.0,20191203,TOTAL
2008,TEXAS,TX,BAILEY,48017,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1618.0,2316.0,20191203,TOTAL
2008,TEXAS,TX,BANDERA,48019,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6935.0,9297.0,20191203,TOTAL
2008,TEXAS,TX,BASTROP,48021,PRESIDENT,JOHN MCCAIN,REPUBLICAN,13817.0,25918.0,20191203,TOTAL
2008,TEXAS,TX,BAYLOR,48023,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1262.0,1643.0,20191203,TOTAL
2008,TEXAS,TX,BEE,48025,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4471.0,8157.0,20191203,TOTAL
2008,TEXAS,TX,BELL,48027,PRESIDENT,JOHN MCCAIN,REPUBLICAN,49242.0,90334.0,20191203,TOTAL
2008,TEXAS,TX,BEXAR,48029,PRESIDENT,BARACK OBAMA,DEMOCRAT,275527.0,525715.0,20191203,TOTAL
2008,TEXAS,TX,BLANCO,48031,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3418.0,4939.0,20191203,TOTAL
2008,TEXAS,TX,BORDEN,48033,PRESIDENT,JOHN MCCAIN,REPUBLICAN,316.0,361.0,20191203,TOTAL
2008,TEXAS,TX,BOSQUE,48035,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5762.0,7646.0,20191203,TOTAL
2008,TEXAS,TX,BOWIE,48037,PRESIDENT,JOHN MCCAIN,REPUBLICAN,24162.0,35186.0,20191203,TOTAL
2008,TEXAS,TX,BRAZORIA,48039,PRESIDENT,JOHN MCCAIN,REPUBLICAN,67515.0,104940.0,20191203,TOTAL
2008,TEXAS,TX,BRAZOS,48041,PRESIDENT,JOHN MCCAIN,REPUBLICAN,37465.0,58673.0,20191203,TOTAL
2008,TEXAS,TX,BREWSTER,48043,PRESIDENT,BARACK OBAMA,DEMOCRAT,1970.0,3900.0,20191203,TOTAL
2008,TEXAS,TX,BRISCOE,48045,PRESIDENT,JOHN MCCAIN,REPUBLICAN,617.0,830.0,20191203,TOTAL
2008,TEXAS,TX,BROOKS,48047,PRESIDENT,BARACK OBAMA,DEMOCRAT,1747.0,2309.0,20191203,TOTAL
2008,TEXAS,TX,BROWN,48049,PRESIDENT,JOHN MCCAIN,REPUBLICAN,12052.0,15015.0,20191203,TOTAL
2008,TEXAS,TX,BURLESON,48051,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4547.0,6665.0,20191203,TOTAL
2008,TEXAS,TX,BURNET,48053,PRESIDENT,JOHN MCCAIN,REPUBLICAN,12059.0,16893.0,20191203,TOTAL
2008,TEXAS,TX,CALDWELL,48055,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6107.0,11648.0,20191203,TOTAL
2008,TEXAS,TX,CALHOUN,48057,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4106.0,6879.0,20191203,TOTAL
2008,TEXAS,TX,CALLAHAN,48059,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4589.0,5716.0,20191203,TOTAL
2008,TEXAS,TX,CAMERON,48061,PRESIDENT,BARACK OBAMA,DEMOCRAT,48480.0,75657.0,20191203,TOTAL
2008,TEXAS,TX,CAMP,48063,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2798.0,4567.0,20191203,TOTAL
2008,TEXAS,TX,CARSON,48065,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2548.0,2980.0,20191203,TOTAL
2008,TEXAS,TX,CASS,48067,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8279.0,11846.0,20191203,TOTAL
2008,TEXAS,TX,CASTRO,48069,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1562.0,2291.0,20191203,TOTAL
2008,TEXAS,TX,CHAMBERS,48071,PRESIDENT,JOHN MCCAIN,REPUBLICAN,9988.0,13292.0,20191203,TOTAL
2008,TEXAS,TX,CHEROKEE,48073,PRESIDENT,JOHN MCCAIN,REPUBLICAN,11695.0,16417.0,20191203,TOTAL
2008,TEXAS,TX,CHILDRESS,48075,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1782.0,2296.0,20191203,TOTAL
2008,TEXAS,TX,CLAY,48077,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4213.0,5339.0,20191203,TOTAL
2008,TEXAS,TX,COCHRAN,48079,PRESIDENT,JOHN MCCAIN,REPUBLICAN,758.0,1057.0,20191203,TOTAL
2008,TEXAS,TX,COKE,48081,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1252.0,1569.0,20191203,TOTAL
2008,TEXAS,TX,COLEMAN,48083,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3011.0,3702.0,20191203,TOTAL
2008,TEXAS,TX,COLLIN,48085,PRESIDENT,JOHN MCCAIN,REPUBLICAN,184897.0,296583.0,20191203,TOTAL
2008,TEXAS,TX,COLLINGSWORTH,48087,PRESIDENT,JOHN MCCAIN,REPUBLICAN,943.0,1195.0,20191203,TOTAL
2008,TEXAS,TX,COLORADO,48089,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5795.0,8353.0,20191203,TOTAL
2008,TEXAS,TX,COMAL,48091,PRESIDENT,JOHN MCCAIN,REPUBLICAN,35233.0,48158.0,20191203,TOTAL
2008,TEXAS,TX,COMANCHE,48093,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3813.0,5217.0,20191203,TOTAL
2008,TEXAS,TX,CONCHO,48095,PRESIDENT,JOHN MCCAIN,REPUBLICAN,807.0,1077.0,20191203,TOTAL
2008,TEXAS,TX,COOKE,48097,PRESIDENT,JOHN MCCAIN,REPUBLICAN,11871.0,15032.0,20191203,TOTAL
2008,TEXAS,TX,CORYELL,48099,PRESIDENT,JOHN MCCAIN,REPUBLICAN,11550.0,18332.0,20191203,TOTAL
2008,TEXAS,TX,COTTLE,48101,PRESIDENT,JOHN MCCAIN,REPUBLICAN,509.0,705.0,20191203,TOTAL
2008,TEXAS,TX,CRANE,48103,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1119.0,1454.0,20191203,TOTAL
2008,TEXAS,TX,CROCKETT,48105,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1026.0,1545.0,20191203,TOTAL
2008,TEXAS,TX,CROSBY,48107,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1221.0,1914.0,20191203,TOTAL
2008,TEXAS,TX,CULBERSON,48109,PRESIDENT,BARACK OBAMA,DEMOCRAT,492.0,759.0,20191203,TOTAL
2008,TEXAS,TX,DALLAM,48111,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1269.0,1589.0,20191203,TOTAL
2008,TEXAS,TX,DALLAS,48113,PRESIDENT,BARACK OBAMA,DEMOCRAT,422989.0,738463.0,20191203,TOTAL
2008,TEXAS,TX,DAWSON,48115,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2906.0,4096.0,20191203,TOTAL
2008,TEXAS,TX,DEAF SMITH,48117,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3466.0,4744.0,20191203,TOTAL
2008,TEXAS,TX,DELTA,48119,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1580.0,2187.0,20191203,TOTAL
2008,TEXAS,TX,DENTON,48121,PRESIDENT,JOHN MCCAIN,REPUBLICAN,149935.0,243263.0,20191203,TOTAL
2008,TEXAS,TX,DEWITT,48123,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4888.0,6626.0,20191203,TOTAL
2008,TEXAS,TX,DICKENS,48125,PRESIDENT,JOHN MCCAIN,REPUBLICAN,730.0,972.0,20191203,TOTAL
2008,TEXAS,TX,DIMMIT,48127,PRESIDENT,BARACK OBAMA,DEMOCRAT,2692.0,3587.0,20191203,TOTAL
2008,TEXAS,TX,DONLEY,48129,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1374.0,1690.0,20191203,TOTAL
2008,TEXAS,TX,DUVAL,48131,PRESIDENT,BARACK OBAMA,DEMOCRAT,3298.0,4409.0,20191203,TOTAL
2008,TEXAS,TX,EASTLAND,48133,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5165.0,6509.0,20191203,TOTAL
2008,TEXAS,TX,ECTOR,48135,PRESIDENT,JOHN MCCAIN,REPUBLICAN,26199.0,35606.0,20191203,TOTAL
2008,TEXAS,TX,EDWARDS,48137,PRESIDENT,JOHN MCCAIN,REPUBLICAN,673.0,1035.0,20191203,TOTAL
2008,TEXAS,TX,ELLIS,48139,PRESIDENT,JOHN MCCAIN,REPUBLICAN,38078.0,53853.0,20191203,TOTAL
2008,TEXAS,TX,EL PASO,48141,PRESIDENT,BARACK OBAMA,DEMOCRAT,122021.0,185233.0,20191203,TOTAL
2008,TEXAS,TX,ERATH,48143,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10768.0,14019.0,20191203,TOTAL
2008,TEXAS,TX,FALLS,48145,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3328.0,5599.0,20191203,TOTAL
2008,TEXAS,TX,FANNIN,48147,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8092.0,11694.0,20191203,TOTAL
2008,TEXAS,TX,FAYETTE,48149,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7582.0,10714.0,20191203,TOTAL
2008,TEXAS,TX,FISHER,48151,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1083.0,1784.0,20191203,TOTAL
2008,TEXAS,TX,FLOYD,48153,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1784.0,2521.0,20191203,TOTAL
2008,TEXAS,TX,FOARD,48155,PRESIDENT,JOHN MCCAIN,REPUBLICAN,327.0,538.0,20191203,TOTAL
2008,TEXAS,TX,FORT BEND,48157,PRESIDENT,JOHN MCCAIN,REPUBLICAN,103206.0,202822.0,20191203,TOTAL
2008,TEXAS,TX,FRANKLIN,48159,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3392.0,4491.0,20191203,TOTAL
2008,TEXAS,TX,FREESTONE,48161,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5205.0,7288.0,20191203,TOTAL
2008,TEXAS,TX,FRIO,48163,PRESIDENT,BARACK OBAMA,DEMOCRAT,2405.0,4062.0,20191203,TOTAL
2008,TEXAS,TX,GAINES,48165,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3385.0,4067.0,20191203,TOTAL
2008,TEXAS,TX,GALVESTON,48167,PRESIDENT,JOHN MCCAIN,REPUBLICAN,62258.0,105004.0,20191203,TOTAL
2008,TEXAS,TX,GARZA,48169,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1356.0,1750.0,20191203,TOTAL
2008,TEXAS,TX,GILLESPIE,48171,PRESIDENT,JOHN MCCAIN,REPUBLICAN,9563.0,12338.0,20191203,TOTAL
2008,TEXAS,TX,GLASSCOCK,48173,PRESIDENT,JOHN MCCAIN,REPUBLICAN,502.0,557.0,20191203,TOTAL
2008,TEXAS,TX,GOLIAD,48175,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2298.0,3655.0,20191203,TOTAL
2008,TEXAS,TX,GONZALES,48177,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4076.0,6287.0,20191203,TOTAL
2008,TEXAS,TX,GRAY,48179,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6924.0,8133.0,20191203,TOTAL
2008,TEXAS,TX,GRAYSON,48181,PRESIDENT,JOHN MCCAIN,REPUBLICAN,31136.0,45477.0,20191203,TOTAL
2008,TEXAS,TX,GREGG,48183,PRESIDENT,JOHN MCCAIN,REPUBLICAN,29203.0,42610.0,20191203,TOTAL
2008,TEXAS,TX,GRIMES,48185,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5562.0,8322.0,20191203,TOTAL
2008,TEXAS,TX,GUADALUPE,48187,PRESIDENT,JOHN MCCAIN,REPUBLICAN,30869.0,47461.0,20191203,TOTAL
2008,TEXAS,TX,HALE,48189,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7171.0,9943.0,20191203,TOTAL
2008,TEXAS,TX,HALL,48191,PRESIDENT,JOHN MCCAIN,REPUBLICAN,930.0,1264.0,20191203,TOTAL
2008,TEXAS,TX,HAMILTON,48193,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2876.0,3778.0,20191203,TOTAL
2008,TEXAS,TX,HANSFORD,48195,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1847.0,2102.0,20191203,TOTAL
